datasetid,recordid,record_timestamp,commune,obs_gestion,section,geo_point_2d,nom_voie,mot_directeur,pole,tm,observations,code_insee,carte_velo,longueur_m,type,obs_type,revetement,eclairage,geometry_type,geometry_coordinates,geo_shape_type,geo_shape_coordinates_1,geo_shape_coordinates_2,geo_shape_coordinates_3
reseau-cyclable-et-vert,0f141ef4d01eef89f48f4289955745aabec9e77e,2021-10-06 00:01:14.899+02:00,Tournefeuille,TM,,"(43.5685818801, 1.34086234289)",La Ramée,,Sud,oui,,31557,Reseau vert,1059,RV,reseau vert,,,Point,"(1.34086234289, 43.5685818801)",MultiLineString,"[(1.3379847995298642, 43.56466657365763), (1.338249621236848, 43.564781501986616), (1.338373584288955, 43.564916001061185), (1.338905938491895, 43.56591887578233), (1.338903147791796, 43.566007787595375), (1.338956091191601, 43.566110437683776), (1.338964069415497, 43.56625621405336), (1.339013297611398, 43.566425061438125), (1.339157962292925, 43.56648878278851), (1.339236580456365, 43.56653394340024), (1.339408460069428, 43.56668305721393), (1.339500401842467, 43.566865525417825), (1.339829368111354, 43.56711347540535), (1.339947138700021, 43.567229941229456), (1.340103939678803, 43.56750286534506), (1.3401221462901751, 43.56773766833254), (1.340155290688465, 43.567857174372094), (1.340121714097609, 43.56799785391347), (1.340140131753683, 43.56798571645842), (1.340144685969128, 43.56825919139162), (1.3401382402183462, 43.56848999221199), (1.340055442527881, 43.5686169934228), (1.3399656266679631, 43.56877515461445), (1.3399368141919021, 43.56894236679209), (1.33986066762247, 43.56906091089293), (1.33985605668131, 43.569259560659766), (1.339925833393142, 43.56936708840281), (1.340002772988266, 43.56943494161094), (1.340111690533929, 43.56945860818125), (1.3402935316064561, 43.569478185415235), (1.340421020433173, 43.56948025460781), (1.340559118561008, 43.56954864569275), (1.340740211741374, 43.56961363175009), (1.340934694341343, 43.56965602584581), (1.341273495570126, 43.56970536769441), (1.341495936626108, 43.56978774519707), (1.341628914007182, 43.56985136026085), (1.341717707144714, 43.56991080109377), (1.341892091269293, 43.56998802625609), (1.341982346088345, 43.57003801885023), (1.342040497227183, 43.57014071318895), (1.342178292784447, 43.57022707625707), (1.342555796902336, 43.57045368116853), (1.3429388848954331, 43.57065762775527), (1.343264510487514, 43.570795783979634), (1.343462244931263, 43.57087794189984), (1.343704054787684, 43.570969946503865), (1.343896938552273, 43.57103029989413), (1.344101834821855, 43.571072780205284), (1.34427810997848, 43.57111501020727), (1.3444956405947521, 43.57118030896714), (1.344704127425096, 43.571320273607164), (1.344878502405652, 43.57139843926026)]",,
reseau-cyclable-et-vert,d6e1262fe5ad16e3978639c7a73d6778358ec5be,2021-10-06 00:01:14.899+02:00,Toulouse,TM,cormorans - poudrerie,"(43.5770214157, 1.43650261307)",cormorans,cormorans,Centre,oui,,31555,Piste cyclable ou partagee,120,RC,voie verte,,,Point,"(1.43650261307, 43.5770214157)",MultiLineString,"[(1.436235688211319, 43.57738093721827), (1.43624614426929, 43.577291138852694), (1.436239269164391, 43.57722958427363), (1.436609532048882, 43.57718522366178), (1.436626802653327, 43.57716170708576), (1.436582928280711, 43.576877520020545), (1.436514758219444, 43.57673789680073), (1.436545060836488, 43.57671353930516), (1.436664152448772, 43.5766690726064), (1.436720933701578, 43.57661464865077)]",,
reseau-cyclable-et-vert,699de24a10bae024141a2fc36949a7eec3d2152e,2021-10-06 00:01:14.899+02:00,Blagnac,Etat,,"(43.6324719623, 1.3768050565699999)",,,Ouest,oui,,31069,Piste cyclable ou partagee,45,RC,piste cyclable,,,Point,"(1.3768050565699999, 43.6324719623)",MultiLineString,"[(1.377018046589556, 43.632344620178884), (1.37684995301291, 43.63242929437411), (1.376739168250642, 43.63251445406286), (1.376603340075746, 43.63261737851859)]",,
reseau-cyclable-et-vert,7dac30bc30d5c1e7f6917f212a46c39597c53765,2021-10-06 00:01:14.899+02:00,Toulouse,TM,,"(43.6093364668, 1.41759691199)",,BRIENNE,Centre,oui,,31555,Reseau vert,348,RV,reseau vert,terre,,Point,"(1.41759691199, 43.6093364668)",MultiLineString,"[(1.419291874975337, 43.61026011878495), (1.4191071415710241, 43.610079804719625), (1.418920597858441, 43.60993258893246), (1.418605185912335, 43.609782436142915), (1.417983276694787, 43.609496390835346), (1.41768204359201, 43.60935581176213), (1.417356460444592, 43.60919043543598), (1.416925842302422, 43.608996765722566), (1.416398357884276, 43.608752164283885), (1.416151526581638, 43.60863094505427), (1.416029039126721, 43.60872172494985), (1.415904146447168, 43.60888344480202)]",,
reseau-cyclable-et-vert,c5dfa667a90ab0c25224a1ecb52140970d7e2ec2,2021-10-06 00:01:14.899+02:00,Toulouse,TM,rue de la glacière - canal,"(43.6456498223, 1.42129018334)",,CANAL LATERAL,Nord,oui,,31555,Piste cyclable ou partagee,110,RC,voie verte,,,Point,"(1.42129018334, 43.6456498223)",MultiLineString,"[(1.420836792901373, 43.64598813020938), (1.420899266452786, 43.64590726777797), (1.420987480783229, 43.645762275318496), (1.421056587320977, 43.64567389823753), (1.421100322196037, 43.64562599824492), (1.421191177299731, 43.64556334211973), (1.421303461001839, 43.64554816461827), (1.4214467929735322, 43.64554743083417), (1.4215586917690661, 43.64555684920311), (1.421867324562554, 43.64556690996317)]",,
reseau-cyclable-et-vert,d07503a78eb58b47831e9381d11aeab8e1eb541e,2021-10-06 00:01:14.899+02:00,Blagnac,TM,,"(43.6552987681, 1.36810221451)",,,Ouest,oui,,31069,Piste cyclable ou partagee,843,RC,piste cyclable,,,Point,"(1.36810221451, 43.6552987681)",MultiLineString,"[(1.363529607063999, 43.65478768872722), (1.363625556958238, 43.65500015271585), (1.363957507333523, 43.65502097787883), (1.3640413281261972, 43.65499520478402), (1.36409815558376, 43.654946493665314), (1.364206794904427, 43.65483672843266), (1.364239801765267, 43.654810519380156), (1.364315417168455, 43.65472790810397), (1.3644352254972811, 43.654732720364166), (1.364598786160135, 43.65469154766142), (1.364815205971066, 43.65468488785287), (1.365045037675128, 43.65473511033366), (1.365171840957451, 43.654790127720496), (1.365269330559325, 43.65480515466382), (1.365321101747525, 43.65490683484871), (1.365379838534053, 43.654981138278295), (1.365410338198342, 43.65502870546816), (1.3654822078117141, 43.65509649665019), (1.36554132711742, 43.655147149042165), (1.365655805306697, 43.65515948449678), (1.367599318128091, 43.65528397617986), (1.367647039850643, 43.65523424004544), (1.367707678257955, 43.655191236233875), (1.367836433247411, 43.65520652746979), (1.3679053210733692, 43.65521752431527), (1.367938492872556, 43.655341750972426), (1.368264726061205, 43.655393739178464), (1.3730156279241599, 43.65573131668216)]",,
reseau-cyclable-et-vert,309b0755298e3ff327bff8c8e50b2b95df3f354d,2021-10-06 00:01:14.899+02:00,Blagnac,TM,,"(43.6545509439, 1.37631609237)",,,Ouest,oui,,31069,Piste cyclable ou partagee,386,RC,piste cyclable,,,Point,"(1.37631609237, 43.6545509439)",MultiLineString,"[(1.3740391320221281, 43.654403122734855), (1.375391294579376, 43.65475426306196), (1.375661657049809, 43.65471587089971), (1.375994495069632, 43.65460042564545), (1.376428523360093, 43.65451327510297), (1.376658615284105, 43.654466971382696), (1.3770160541548782, 43.654442559578115), (1.377370289857114, 43.65445502025236), (1.377732833406661, 43.65451863947495), (1.378129220335923, 43.654584438847344), (1.378206370377286, 43.65457067917828), (1.37833520297383, 43.65449724378451), (1.378438353239748, 43.654473121254426), (1.3784740549931351, 43.65445205571382), (1.378592182974142, 43.654486128690685)]",,
reseau-cyclable-et-vert,f93a530a58be5b957f410749a736cf10b3140e42,2021-10-06 00:01:14.899+02:00,Blagnac,TM,,"(43.6473408273, 1.37109230092)",,,Ouest,oui,,31069,Piste cyclable ou partagee,228,RC,voie verte,,,Point,"(1.37109230092, 43.6473408273)",MultiLineString,"[(1.372163644226304, 43.646760373026254), (1.371776903104765, 43.64690751627292), (1.371362589646103, 43.6470676691522), (1.3712050413289671, 43.64714201949568), (1.371086503553187, 43.647220483903226), (1.370943473460257, 43.64736402518542), (1.370750225532377, 43.647550659064386), (1.3705277981839321, 43.647769212650154), (1.370431069560764, 43.64786867822045), (1.37030132868356, 43.64791487981835), (1.370184485197864, 43.648130548662266)]",,
reseau-cyclable-et-vert,51e526076bb890e2f67622178b8e8b406be99f4a,2021-10-06 00:01:14.899+02:00,Gratentour,TM,,"(43.7202484239, 1.42366963745)",,,Nord,oui,,31230,Reseau vert,362,RV,reseau vert,,,Point,"(1.42366963745, 43.7202484239)",MultiLineString,"[(1.424832150074548, 43.72162921231165), (1.424816179081307, 43.72156474791468), (1.42473695573977, 43.72145625330702), (1.424322749183676, 43.721073525619225), (1.424220110367697, 43.720961059048726), (1.424123885217945, 43.72085526370074), (1.424025997510637, 43.72077311007995), (1.423879530716641, 43.72062622810694), (1.4237898302781131, 43.72052048703587), (1.4237389506894371, 43.720435872598074), (1.4236867121885681, 43.720354086068994), (1.423601525409079, 43.72020958965748), (1.42353780286327, 43.72011162498651), (1.423453417557858, 43.71999930348656), (1.423384232421955, 43.7199173797335), (1.423216509532154, 43.71971072045983), (1.423143423260987, 43.71962781802759), (1.423049886932852, 43.71951731603285), (1.4228838391480592, 43.71937122107458), (1.422722989778771, 43.71922706006932), (1.42273291891362, 43.71917510251209), (1.422785803037409, 43.71912916894183), (1.422972072489282, 43.719061603273225), (1.423134651352592, 43.719008036941155)]",,
reseau-cyclable-et-vert,cab94fa9e9de922c3c181be8992a6f376832d1cf,2021-10-06 00:01:14.899+02:00,Castelginest,TM,,"(43.6996621118, 1.43004703845)",,,Nord,oui,,31116,Piste cyclable ou partagee,406,RC,piste cyclable,,,Point,"(1.43004703845, 43.6996621118)",MultiLineString,"[(1.429354775329206, 43.69797829164753), (1.429567780245268, 43.69820611926272), (1.429520254966148, 43.698244530942326), (1.429527541563911, 43.69827959558959), (1.429556032750346, 43.69872166454875), (1.429570832787284, 43.698777604252996), (1.429604176613908, 43.69889992100664), (1.429647989569954, 43.69902042989646), (1.429676869934188, 43.699093513232434), (1.429730043277269, 43.6991989589636), (1.429818038284083, 43.699329281497334), (1.429950290466584, 43.69955078641385), (1.43004204761191, 43.699691546335025), (1.430162904374167, 43.699891199682945), (1.430227988763918, 43.69998443961051), (1.430296710818559, 43.70009663132523), (1.430364036459403, 43.70021448975598), (1.430440403635884, 43.70033809519201), (1.430492609662981, 43.70042082600217), (1.430540970885131, 43.70049974000816), (1.430593803750063, 43.700626943990734), (1.430615753302261, 43.70072740913204), (1.430623433181676, 43.70142381812957)]",,
reseau-cyclable-et-vert,ecbc8d61c6840b663b3e941820e3c56e1841298e,2021-10-06 00:01:14.899+02:00,Mondouzil,TM,,"(43.6362737859, 1.54681182121)",,,Est,oui,,31335,Reseau vert,515,RV,reseau vert,,,Point,"(1.54681182121, 43.6362737859)",MultiLineString,"[(1.544165315230843, 43.635421253894876), (1.5442554985979169, 43.635450529477865), (1.544421704418255, 43.63550479187092), (1.544544875070176, 43.635548228513386), (1.544682398986869, 43.635590819398026), (1.544764181636603, 43.63561220749451), (1.544891638285744, 43.63562728901261), (1.545020227767137, 43.63565562665882), (1.5452031797311871, 43.63570988793002), (1.545353995849231, 43.63573175504085), (1.545502311964108, 43.63574603779299), (1.5456611678495582, 43.63575093232019), (1.545721064771726, 43.63575324284254), (1.5458512682297232, 43.635757937061584), (1.545943679646373, 43.63576331187364), (1.5460816990180541, 43.63576806088598), (1.546201423587074, 43.63577741206948), (1.5462990208134721, 43.63578471520635), (1.546426486832965, 43.63579979694113), (1.546551369558009, 43.63581296824316), (1.546674895705583, 43.63582991402575), (1.546763329192583, 43.63584093829103), (1.546858235853502, 43.635854845256446), (1.5469557397617542, 43.635869717385866), (1.547046723872831, 43.63588548874988), (1.547166291252681, 43.63590619213681), (1.547258330881869, 43.635939946477336), (1.547324389668389, 43.63596879057859), (1.5473448542032422, 43.63599731764231), (1.547389565875819, 43.636063857010456), (1.547422604765925, 43.636126531911735), (1.5474798858136412, 43.63622816423931), (1.547534509207476, 43.63633356381997), (1.547600717447041, 43.63644945219735), (1.547688543338542, 43.636605226376076), (1.5477496596710312, 43.636711618369624), (1.547809599618749, 43.636809485022305), (1.547853085532006, 43.636870339300735), (1.547909457560889, 43.63694169149058), (1.547975016237046, 43.63700837529743), (1.54808356414694, 43.63707441406532), (1.548758724980238, 43.637441474917296), (1.54899512713956, 43.637592607281505), (1.5491868207669701, 43.63767625178988)]",,
reseau-cyclable-et-vert,d0f8866c47aad67073be27df04216d39f0ac1f32,2021-10-06 00:01:14.899+02:00,Beaupuy,TM,,"(43.6409355646, 1.56839649166)",,,Est,oui,,31053,Reseau vert,1018,RV,reseau vert,,,Point,"(1.56839649166, 43.6409355646)",MultiLineString,"[(1.57382646216609, 43.638760752504744), (1.5736077910556592, 43.638848214500186), (1.5734819335182442, 43.63891075467362), (1.5733594620426512, 43.6390140020602), (1.573114247965472, 43.639241309300616), (1.572833790636033, 43.63947405406395), (1.572573142752738, 43.63968516959622), (1.572391932046533, 43.63979748160786), (1.572212080666839, 43.63990506967228), (1.572003934706498, 43.63998408510854), (1.5718640888033222, 43.64001909200268), (1.571657558893119, 43.640073518941904), (1.571494646231252, 43.64007903989143), (1.571355155939862, 43.64008661250635), (1.5711607202732791, 43.640111789252614), (1.570895728170897, 43.64015351998456), (1.570612459740529, 43.640197962506065), (1.570382604929447, 43.640242767473794), (1.570105593446629, 43.64030712108265), (1.569751161168263, 43.640415416851035), (1.569426756117283, 43.64051823703685), (1.569118014843757, 43.64061832625029), (1.5688602563185712, 43.64070551367646), (1.568622097870064, 43.6407871566081), (1.568259671631589, 43.64090863766848), (1.5678017491000982, 43.64106069242836), (1.567509936946383, 43.6411608915918), (1.56693915832374, 43.64137651262114), (1.566683882890298, 43.64147222569695), (1.5662309530716012, 43.64164039213002), (1.566043486765568, 43.64173088958027), (1.565874387749093, 43.6418111055342), (1.5656872199457101, 43.64187889768824), (1.565390590846057, 43.64194783632826), (1.5651292725444579, 43.642006607901486), (1.564841609729502, 43.64208790628547), (1.5646097461225201, 43.64218661311504), (1.564492876947602, 43.642257720645475), (1.5642488776045669, 43.64238756708098), (1.564087272542444, 43.64249242911219), (1.563817086152536, 43.642632503499826), (1.5636182890765111, 43.642691696881464), (1.563325780304168, 43.64274457508169), (1.562992054300411, 43.642760271774534), (1.562794898803812, 43.642793931084)]",,
reseau-cyclable-et-vert,7eb26669013b7ec986a04acf9d017e0efb540a11,2021-10-06 00:01:14.899+02:00,Mondouzil,TM,,"(43.62358664, 1.57414725691)",,,Est,oui,,31335,Reseau vert,408,RV,reseau vert,,,Point,"(1.57414725691, 43.62358664)",MultiLineString,"[(1.5762039838754052, 43.624535849110806), (1.575588849689801, 43.62436236056404), (1.57488269623739, 43.62407566983895), (1.574458063737152, 43.623876020558065), (1.574208148304053, 43.62376269496257), (1.574112429788237, 43.623710961045575), (1.574024741563898, 43.62364225100926), (1.5739646824022562, 43.62355196527529), (1.573863035213865, 43.623454776947284), (1.573748258016094, 43.62336601451923), (1.57354290434725, 43.62323122886624), (1.5732908818681501, 43.623079096221964), (1.572978016174317, 43.62289817078776), (1.572720761028851, 43.62274884212258), (1.572495943889032, 43.62260824561548), (1.572339681862907, 43.622505010995695), (1.572279414857469, 43.6224308065929), (1.572250341316975, 43.62236249117057)]",,
reseau-cyclable-et-vert,0e2d97fa0d04d6a786d0519a7d38c59a0c87b5b2,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Ch. Auzeville - RAMO,"(43.544981862, 1.46014563157)",LIAISON POURVOURVILLE - RAMONVILLE,POUVOURVILLE,Est,oui,,31555,Piste cyclable ou partagee,349,RC,voie verte,0,,Point,"(1.46014563157, 43.544981862)",MultiLineString,"[(1.460910621608717, 43.54351221377999), (1.460913103732641, 43.543725964565446), (1.46086982857879, 43.54388185853894), (1.460857448338408, 43.54406106124948), (1.4607554305652761, 43.54446614474874), (1.460563434912596, 43.544902468293415), (1.460392114851182, 43.5451425227085), (1.460275212455302, 43.54530506889745), (1.460091672052433, 43.54540566240709), (1.459694222874909, 43.545562558108365), (1.4591994498995111, 43.545729601544394), (1.458895850297219, 43.54580569426505), (1.4587018799481, 43.54579928848885)]",,
reseau-cyclable-et-vert,a7e408a96c5f03561d6d019bb3483b9a678d34cb,2021-10-06 00:01:14.899+02:00,Léguevin,TM,,"(43.6148866668, 1.20913169121)",,,0,non,,31291,Reseau vert,639,RV,reseau vert,,,Point,"(1.20913169121, 43.6148866668)",MultiLineString,"[(1.212149550036356, 43.616766347803285), (1.211502051743434, 43.616275457252726), (1.21073069033221, 43.615745244651926), (1.209284668125045, 43.61490001699074), (1.208031656802665, 43.61424477605118), (1.207537934923949, 43.61402874105273), (1.20695147451011, 43.613715090190055), (1.206034595624577, 43.613134496291494)]",,
reseau-cyclable-et-vert,8a520039a11978b1696714d5ae29d86b07db0779,2021-10-06 00:01:14.899+02:00,Lespinasse,SNCF,,"(43.709086477, 1.38894777847)",Passage sous voie ferrée,SNCF,Nord,oui,,31293,Piste cyclable ou partagee,76,RC,passage inferieur,,,Point,"(1.38894777847, 43.709086477)",MultiLineString,"[(1.389376127886836, 43.70922970871252), (1.388519429058141, 43.708943245191435)]",,
reseau-cyclable-et-vert,6e82bc7c7ad31ee7c277441de23e700503c2eed0,2021-10-06 00:01:14.899+02:00,Mons,TM,,"(43.61066948, 1.5815637860299998)",,,Est,oui,,31355,Reseau vert,412,RV,reseau vert,,,Point,"(1.5815637860299998, 43.61066948)",MultiLineString,"[(1.580716380096701, 43.60903296236074), (1.580737882402615, 43.60907830152567), (1.580811803798965, 43.609173455326264), (1.580918498757664, 43.60931408475744), (1.581050332721654, 43.609465268794395), (1.581118801454572, 43.60955215996185), (1.581286141430223, 43.609752950587016), (1.581535660227987, 43.610057189227796), (1.581711360980899, 43.61026217949197), (1.5818510811360111, 43.610438043908694), (1.581914011778158, 43.61052076887137), (1.582167935221141, 43.610878332436435), (1.5820102156385172, 43.61135582460555), (1.581828114194226, 43.61166911146165), (1.581394886410844, 43.611958073772826), (1.581036520098058, 43.612146572089614)]",,
reseau-cyclable-et-vert,bec25155c8394356de63b19dbb38c672f29d31f3,2021-10-06 00:01:14.899+02:00,Mons,TM,,"(43.6105247913, 1.57224870381)",,,Est,oui,,31355,Reseau vert,270,RV,reseau vert,,,Point,"(1.57224870381, 43.6105247913)",MultiLineString,"[(1.571589154286701, 43.609409832184724), (1.571832410233855, 43.609720550549376), (1.571914253204541, 43.60983834386359), (1.572143177585342, 43.610298063406944), (1.572197776788069, 43.61037454430147), (1.5723166738975172, 43.61071611860857), (1.57237480984794, 43.610882793537506), (1.5724819913553132, 43.611062365482255), (1.572629813443711, 43.61125268345273), (1.572775193128646, 43.611426581870276), (1.572931326724952, 43.61162314863455)]",,
reseau-cyclable-et-vert,4e510fcee2a417d6234c56ee33c2b0696dfa1f14,2021-10-06 00:01:14.899+02:00,Mons,TM,,"(43.6128065913, 1.57388738839)",,,Est,oui,,31355,Reseau vert,304,RV,reseau vert,,,Point,"(1.57388738839, 43.6128065913)",MultiLineString,"[(1.574804910560362, 43.614005431863106), (1.574545875190072, 43.61360584849078), (1.5742797000499391, 43.61329114514708), (1.573950700947267, 43.61288961360261), (1.5735702388840211, 43.612397297480236), (1.573386297408837, 43.61218399576262), (1.57293963648045, 43.61162939602772)]",,
reseau-cyclable-et-vert,86b2038e2ee412daf29bb0f7bdae2dd7d8feab43,2021-10-06 00:01:14.899+02:00,Toulouse,TM,,"(43.6168636995, 1.46190438635)",imp caravelle,Caravelle,Est,oui,,31555,Piste cyclable ou partagee,89,RC,voie verte,,,Point,"(1.46190438635, 43.6168636995)",MultiLineString,"[(1.461406749364366, 43.61678175732162), (1.461581683086603, 43.61679257066817), (1.461864012980709, 43.616944832096365), (1.462410160599634, 43.61682480618692)]",,
reseau-cyclable-et-vert,6f7329acbebdf92987073960f8f24017ef011595,2021-10-06 00:01:14.899+02:00,Mons,TM,,"(43.6117613374, 1.5681985572200001)",,,Est,oui,,31355,Reseau vert,386,RV,reseau vert,,,Point,"(1.5681985572200001, 43.6117613374)",MultiLineString,"[(1.57030327637605, 43.610944692539086), (1.570197562684482, 43.61097151668309), (1.56936978561263, 43.61132814717916), (1.568484003774718, 43.611704412726894), (1.568051392558522, 43.61187525487351), (1.567435726684059, 43.61203563358554), (1.567072486347664, 43.612133573973686), (1.566395025729412, 43.61240381694482), (1.5660856373376841, 43.61255278871684)]",,
reseau-cyclable-et-vert,856d7c6120b810bef83bab1e9bd5253ae844fa84,2021-10-06 00:01:14.899+02:00,Mons,TM,,"(43.6164362606, 1.55096468949)",,,Est,oui,,31355,Reseau vert,549,RV,reseau vert,,,Point,"(1.55096468949, 43.6164362606)",MultiLineString,"[(1.5538083017033522, 43.61509699307701), (1.553742637840999, 43.6151310008377), (1.553432831421298, 43.61547133124639), (1.5530843765715971, 43.61565751307297), (1.552404085430128, 43.61592354180336), (1.551012779072599, 43.61644290908636), (1.5493399971153061, 43.617057074753724), (1.548383969898138, 43.617413866832614), (1.547978275560388, 43.61753086820873)]",,
reseau-cyclable-et-vert,6b32b10ccf6f82ec3def8b2b13559500abb8daab,2021-10-06 00:01:14.899+02:00,Mons,TM,,"(43.6011130347, 1.5809799519)",,,Est,oui,,31355,Reseau vert,713,RV,reseau vert,,,Point,"(1.5809799519, 43.6011130347)",MultiLineString,"[(1.579062682891392, 43.60380092322459), (1.579118271059862, 43.603630141838806), (1.579165866880996, 43.60348605241514), (1.57923446357055, 43.603390447112865), (1.5792014681550541, 43.60322393490387), (1.579199336144752, 43.60299885990656), (1.579240310777797, 43.602822538956666), (1.579280519793792, 43.60267835866327), (1.579306008851044, 43.60253399923601), (1.579256270790712, 43.60210737082379), (1.579329832972284, 43.60185422131596), (1.579498742085456, 43.60162273048824), (1.579864547786849, 43.601168283850704), (1.580225666175887, 43.60067280270818), (1.580567595068373, 43.60051719319613), (1.584304231762234, 43.59986231544822)]",,
reseau-cyclable-et-vert,9996cbd93ba39f7529e175634fed6ad2fffa954b,2021-10-06 00:01:14.899+02:00,Saint-Jean,TM,,"(43.6605066182, 1.50656641756)",,,Nord,oui,,31488,Reseau vert,112,RV,reseau vert,,,Point,"(1.50656641756, 43.6605066182)",MultiLineString,"[(1.505950561284223, 43.660648915624485), (1.50641620410875, 43.66053404618507), (1.506411216207909, 43.660507346559164), (1.5064673329004692, 43.660520364127954), (1.506545575669667, 43.660552107044985), (1.506647791723281, 43.66052679112302), (1.506907584993127, 43.66040516497768), (1.5070098922608999, 43.66037575218794), (1.5071877312101298, 43.66037395088361)]",,
reseau-cyclable-et-vert,93fffa8c45d704e443814505cd7269e12fe414eb,2021-10-06 00:01:14.899+02:00,Montrabé,TM,,"(43.6469953511, 1.52555002601)",,,Est,oui,,31389,Reseau vert,237,RV,reseau vert,,,Point,"(1.52555002601, 43.6469953511)",MultiLineString,"[(1.526960254244905, 43.64695454415614), (1.526714070711203, 43.6469841908536), (1.526484317289099, 43.647034533181156), (1.526340659899182, 43.64708290219481), (1.52614816067355, 43.64710913205295), (1.525952558818969, 43.64708922436386), (1.5257717879467299, 43.64703877415571), (1.525542391405342, 43.64695799530946), (1.525409296134176, 43.64691941736542), (1.525278533822679, 43.6469013612766), (1.525157421046793, 43.64689264436711), (1.5250359615259712, 43.64689826857859), (1.524800791152864, 43.6469393186067), (1.524556905866885, 43.646990501339225), (1.524425202285387, 43.64701135895435), (1.524225980353695, 43.647024184031864), (1.524135163480818, 43.64704658916256)]",,
reseau-cyclable-et-vert,56cc7d5822b71a7880b478556bcf003b1bd42c28,2021-10-06 00:01:14.899+02:00,Montrabé,TM,,"(43.6463201821, 1.50877028329)",,,Est,oui,,31389,Reseau vert,480,RV,reseau vert,,,Point,"(1.50877028329, 43.6463201821)",MultiLineString,"[(1.510594892602811, 43.64716397868681), (1.510476425704385, 43.64716245331155), (1.509313480734318, 43.646721314309275), (1.508531576750763, 43.64644288704303), (1.507739502085104, 43.6461601533997), (1.507455977684585, 43.646053713252336), (1.5075131000662552, 43.645976150119985), (1.507723898781315, 43.64580831617402), (1.5079569521321812, 43.64568385469756), (1.509001550652304, 43.64603577341672), (1.509189930581817, 43.645773160198026), (1.5091928339323, 43.645654364686315)]",,
reseau-cyclable-et-vert,94a2c24b36b77e8c64ff1ad57c1fc53aa7f1b998,2021-10-06 00:01:14.899+02:00,Mons,TM,,"(43.6148457211, 1.57830404098)",,,Est,oui,,31355,Reseau vert,36,RV,reseau vert,,,Point,"(1.57830404098, 43.6148457211)",MultiLineString,"[(1.5783297862256, 43.61500678567636), (1.578278295726725, 43.61468465657283)]",,
reseau-cyclable-et-vert,ad98595b7e3d20c8450ba01031f2f856796529b0,2021-10-06 00:01:14.899+02:00,Launaguet,TM,,"(43.6753954728, 1.45350789192)",,,Nord,oui,,31282,Piste cyclable ou partagee,230,RC,piste cyclable,,,Point,"(1.45350789192, 43.6753954728)",MultiLineString,"[(1.454246849935114, 43.67451607644413), (1.454025968822765, 43.674772469159876), (1.4538668062286781, 43.67495761705268), (1.4537273501944241, 43.67513250997962), (1.453547146094666, 43.675241803726834), (1.453104889423366, 43.67597065847627), (1.453068903023498, 43.676112297090434), (1.4527443852253261, 43.67610787619341)]",,
reseau-cyclable-et-vert,c9ceae0a3563363096c8d0a7b8cb1c8721021eff,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Palays - Revel,"(43.5630743879, 1.49213183593)",AVENUE DIDIER DAURAT,DAURAT,Est,oui,,31555,Bande cyclable ou couloir bus,345,RC,bande cyclable,enrobé,,Point,"(1.49213183593, 43.5630743879)",MultiLineString,"[(1.492699505174667, 43.561602346345005), (1.4926210306867351, 43.562921599816114), (1.490980186057022, 43.56424563880109)]",,
reseau-cyclable-et-vert,8d2b1cb13ec11a04b533f54a703905ce38ec9d3e,2021-10-06 00:01:14.899+02:00,Blagnac,TM,,"(43.6537009376, 1.37914782283)",,,Ouest,oui,,31069,Piste cyclable ou partagee,219,RC,piste cyclable,,,Point,"(1.37914782283, 43.6537009376)",MultiLineString,"[(1.3787051929446341, 43.65454165435514), (1.378592182974142, 43.654486128690685), (1.37871109117995, 43.654319777730755), (1.379726489504592, 43.65286606576586), (1.37977743368398, 43.65282787124353)]",,
reseau-cyclable-et-vert,6c47b00695426dbdd2062f62285f5248b6c75ad6,2021-10-06 00:01:14.899+02:00,Toulouse,TM,,"(43.5951148229, 1.43611641685)",Cours Dillon,,Centre,oui,,31555,Piste cyclable ou partagee,544,RC,voie verte,,,Point,"(1.43611641685, 43.5951148229)",MultiLineString,"[(1.4350985944857961, 43.592783969742186), (1.435881629665223, 43.594543044566464), (1.436612033992184, 43.59626119759471), (1.436803627768753, 43.596737757592805), (1.437116095061482, 43.59745347599979)]",,
reseau-cyclable-et-vert,4ddb1d7586c9c92173185130712accf95eccacd0,2021-10-06 00:01:14.899+02:00,Toulouse,TM,faisanderie - chamois,"(43.6408922453, 1.44451499347)",che des izards,IZARDS,Nord,oui,,31555,Piste cyclable ou partagee,168,RC,piste cyclable,,,Point,"(1.44451499347, 43.6408922453)",MultiLineString,"[(1.444489083432307, 43.641626574353744), (1.444534066220169, 43.64160239436115), (1.444509424385288, 43.641163362915606), (1.444517545203583, 43.6407111426205), (1.444489369196239, 43.64067854292462), (1.44451558861757, 43.640252587791274), (1.4445422507921442, 43.64021081231633), (1.4445631951795241, 43.640192504373786), (1.444560851573419, 43.640150338821584)]",,
