datasetid,recordid,record_timestamp,commune,obs_gestion,section,geo_point_2d,nom_voie,mot_directeur,pole,tm,observations,code_insee,carte_velo,longueur_m,type,obs_type,revetement,eclairage,geometry_type,geometry_coordinates,geo_shape_type,geo_shape_coordinates_1,geo_shape_coordinates_2,geo_shape_coordinates_3
reseau-cyclable-et-vert,8daff5f4ef656ebef4ccd9c3088d7d55eb67d9d8,2021-10-06 00:01:14.899+02:00,Toulouse,TM,179 - 253,"(43.5916295073, 1.38604630879)",av de lardenne,LARDENNE,Sud,oui,2011,31555,bande cyclable ou couloir bus,119,RC,bande cyclable,,,Point,"(1.38604630879, 43.5916295073)",MultiLineString,"[(1.386696445817869, 43.591879541461886), (1.385396171755699, 43.59137947307385)]",,
reseau-cyclable-et-vert,690528dd9eddfcd33e1766d3495709ab18e58bf9,2021-10-06 00:01:14.899+02:00,Toulouse,TM,,"(43.5459885183, 1.4269646573800001)",Liaison vers Portet,PALAYRE,Sud,oui,,31555,Piste cyclable ou partagee,537,RC,voie verte,,,Point,"(1.4269646573800001, 43.5459885183)",MultiLineString,"[(1.428666914044502, 43.547662371094816), (1.428763920609083, 43.547480537529374), (1.428869074805073, 43.54730797212909), (1.428867226362998, 43.547124469427374), (1.4287916692339921, 43.546788933336835), (1.428685101229208, 43.546526000377106), (1.428521481280928, 43.54642250593183), (1.428268323400719, 43.54627185076499), (1.427726411706361, 43.54613016107364), (1.4272262971723921, 43.545995143596585), (1.426727119035407, 43.54582350702805), (1.425646034759332, 43.5454523096094), (1.4252928996545091, 43.545295707759344), (1.4248716500166752, 43.54508112282919), (1.424723355693311, 43.5450055795856), (1.424558305306433, 43.54489648721832), (1.424413531411697, 43.54481514531653), (1.42437244606035, 43.544781006935494), (1.424371246517103, 43.54474588592536)]",,
reseau-cyclable-et-vert,de1282a7871d04a2c4dfdc22077bfff37e6a5788,2021-10-06 00:01:14.899+02:00,Toulouse,TM,langlade - chemineme,"(43.5706103801, 1.42606008707)",liaison imp langlade - cheminement rocad,LANGLADE,Centre,oui,,31555,Piste cyclable ou partagee,55,RC,piste cyclable,,,Point,"(1.42606008707, 43.5706103801)",MultiLineString,"[(1.426146815465475, 43.57037070987219), (1.425973358679288, 43.57085005025767)]",,
reseau-cyclable-et-vert,3889a9d697869d4a83ede60366472898ca59e0e0,2021-10-06 00:01:14.899+02:00,Toulouse,TM,flambere - arenes ro,"(43.6149427365, 1.39588949993)",flambere - arenes romaines,FLAMBERE,Ouest,oui,,31555,Piste cyclable ou partagee,228,RC,voie verte,enrobe,,Point,"(1.39588949993, 43.6149427365)",MultiLineString,"[(1.3971283644449382, 43.614501990224774), (1.3970085193897699, 43.614487649618646), (1.396912010449369, 43.614505490198695), (1.3955197274774052, 43.61509756441046), (1.394663685555599, 43.61545849445563)]",,
reseau-cyclable-et-vert,b01d4001d9b4a4f60e2945f178f4f70a2c3c5dcf,2021-10-06 00:01:14.899+02:00,Aucamville,TM,Horticulteurs - Auca,"(43.6593835583, 1.42783536794)",piste cyclable des Horticulteurs,HORTICULTEURS,Nord,oui,,31022,Piste cyclable ou partagee,210,RC,voie verte,,,Point,"(1.42783536794, 43.6593835583)",MultiLineString,"[(1.427063098900535, 43.66003153548104), (1.42737380118374, 43.65999618173528), (1.428506007744859, 43.658557681584995), (1.428507340802924, 43.658555800227276)]",,
reseau-cyclable-et-vert,ed87c90a0717ec9e7a6cd6bf507675e8efe9eb3a,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Escalle - Fondeville,"(43.5470421005, 1.45317583601)",che de Pechbusque,PECHBUSQUE,Est,oui,,31555,Piste cyclable ou partagee,308,RC,voie verte,,,Point,"(1.45317583601, 43.5470421005)",MultiLineString,"[(1.452304735074582, 43.54592876769469), (1.4527158758098562, 43.5461855445308), (1.4529406323990801, 43.54629137343377), (1.4530519212725521, 43.54650606719235), (1.453087534733505, 43.54664921066994), (1.4531085339938121, 43.54690009848908), (1.4531331624302861, 43.54699395727679), (1.45381026746108, 43.54826705269352), (1.453846584854401, 43.548361948206214)]",,
reseau-cyclable-et-vert,2622300585294504bcdafc65fc9d8d0f80912145,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Fronton - Croix Beni,"(43.6596884713, 1.43320116268)",,CROIX BENITE,Nord,oui,,31555,Piste cyclable ou partagee,250,RC,voie verte,,,Point,"(1.43320116268, 43.6596884713)",MultiLineString,"[(1.434553942643686, 43.660028010786135), (1.434076698467112, 43.659959875111156), (1.433965397552982, 43.65990884407561), (1.433933408492551, 43.659869797124585), (1.433886663005455, 43.65977197500752), (1.433865646274752, 43.65969706241153), (1.433647123015978, 43.659669776755436), (1.433580325244641, 43.65960585352825), (1.4328579535844401, 43.65963226380731), (1.432233847747638, 43.65953834916633), (1.431872279252262, 43.65949099674941), (1.43176676092459, 43.65948826125852)]",,
reseau-cyclable-et-vert,ad7165c1e5f5c28eb0de31dca04f8e24e192b147,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Demoiselles - Boulin,"(43.5923140335, 1.4533366133499999)",all Mistral,MISTRAL,Centre,oui,2015,31555,Bande cyclable ou couloir bus,385,RC,couloir bus,,,Point,"(1.4533366133499999, 43.5923140335)",MultiLineString,"[(1.453101557411456, 43.59403793283818), (1.453571669284695, 43.59059013422927)]",,
reseau-cyclable-et-vert,bc7aad46bec71fd906265fac4a892be42daa1789,2021-10-06 00:01:14.899+02:00,Gagnac-sur-Garonne,TM,,"(43.6951966415, 1.37900641898)",,,Nord,oui,,31205,Piste cyclable ou partagee,125,RC,voie verte,,,Point,"(1.37900641898, 43.6951966415)",MultiLineString,"[(1.3791958758424672, 43.69574179498503), (1.378816962123493, 43.6946514879353)]",,
reseau-cyclable-et-vert,900a9a06db2e021618b10423d5a29f0d1891229e,2021-10-06 00:01:14.899+02:00,Seilh,TM,,"(43.6783449768, 1.35280266954)",,,Ouest,oui,,31541,Reseau vert,688,RV,reseau vert,,,Point,"(1.35280266954, 43.6783449768)",MultiLineString,"[(1.349296326270925, 43.68011688288984), (1.34992086846992, 43.67972982474897), (1.350676698559452, 43.67918179908725), (1.350924395007807, 43.67901306803729), (1.351206938174646, 43.678840630631385), (1.352209866994792, 43.67835913827352), (1.352590319431942, 43.67820489876346), (1.353015240630502, 43.67811851273464), (1.3535568047208582, 43.678000173636235), (1.354210023515973, 43.67782039844475), (1.355057360683388, 43.67752573692458), (1.356484282478352, 43.67692155310065)]",,
reseau-cyclable-et-vert,68ed74d801bcc1b6b402f1d3b0a11c1d8359db9d,2021-10-06 00:01:14.899+02:00,Pibrac,TM,,"(43.6062964081, 1.27280201388)",,,Ouest,oui,0,31417,Piste cyclable ou partagee,877,RC,voie verte,,,Point,"(1.27280201388, 43.6062964081)",MultiLineString,"[(1.277717863910063, 43.604993214605294), (1.277399680337113, 43.60508379027318), (1.27684786961708, 43.6051738606935), (1.275970678735145, 43.60531865045841), (1.275530662488671, 43.60536868147503), (1.275184798609756, 43.6054230956492), (1.274860386880601, 43.60544016706587), (1.274700486431257, 43.60547973853847), (1.274540102877598, 43.60553608541323), (1.274389012372624, 43.605603903396585), (1.274312462057899, 43.60562289784335), (1.274218235573331, 43.60558582600609), (1.274055407189929, 43.605524654079765), (1.273782220605971, 43.60569050432811), (1.2726074117018071, 43.60619323307538), (1.268022278031827, 43.608141469972054)]",,
reseau-cyclable-et-vert,0814ab322edfa0af5e9b0acdd7ee1844140b7efe,2021-10-06 00:01:14.899+02:00,Colomiers,TM,,"(43.6323761143, 1.30739066115)",,,Ouest,oui,,31149,Reseau vert,105,RV,reseau vert,,,Point,"(1.30739066115, 43.6323761143)",MultiLineString,"[(1.306891672737587, 43.63213202019259), (1.306976812090725, 43.632255793033394), (1.307087551530479, 43.6323305994342), (1.307185114130203, 43.63233810790761), (1.30744167949343, 43.632341386078906), (1.307566986476481, 43.63240213078694), (1.307922997267689, 43.632605947118996)]",,
reseau-cyclable-et-vert,718afc1206b49a71d19b3a032606ed08c8047060,2021-10-06 00:01:14.899+02:00,Tournefeuille,TM,,"(43.5715965389, 1.32433062261)",,,Sud,oui,,31557,Reseau vert,1234,RC,voie verte,,,Point,"(1.32433062261, 43.5715965389)",MultiLineString,"[(1.330226133181462, 43.573710149406224), (1.329951497474211, 43.57348157912044), (1.329416593117285, 43.5731759469042), (1.328910978194699, 43.57275419598965), (1.32859061639565, 43.57238234746648), (1.327884776362448, 43.571641851629586), (1.327338563548555, 43.5712367638271), (1.326905949015535, 43.57111747599583), (1.326723702145716, 43.571121525517945), (1.326192694001973, 43.571203831450404), (1.325497008759299, 43.571404825472335), (1.3249237465392492, 43.57152270042015), (1.324109702360879, 43.57171978955241), (1.32364049404432, 43.571763843792624), (1.3227216387184582, 43.57169506320232), (1.3224912279761472, 43.571699622174265), (1.3222979139151851, 43.57174235791293), (1.321910496639304, 43.57187418449388), (1.321627417249116, 43.571915168687674), (1.321365749696196, 43.57192133655435), (1.320928965939058, 43.571741435098474), (1.320530798228584, 43.57150983980478), (1.3202225860964591, 43.5713452816499), (1.320026400040186, 43.57117416108391), (1.319755526868455, 43.57080367640155), (1.319457555507213, 43.570343064948375), (1.3192279082268499, 43.569997550674266), (1.319032613006889, 43.56962112163593), (1.318641399484223, 43.56936498190212)]",,
reseau-cyclable-et-vert,668a2e452f8fc29729dda42accbf8ae5cc711b33,2021-10-06 00:01:14.899+02:00,Saint-Alban,TM,,"(43.6827576672, 1.42343113443)",,,Nord,oui,,31467,Reseau vert,661,RV,reseau vert,,,Point,"(1.42343113443, 43.6827576672)",MultiLineString,"[(1.423994976907355, 43.68469516613361), (1.4241354511883442, 43.68454586289898), (1.42417836627502, 43.68438252755761), (1.424170368089412, 43.68430866429715), (1.424143241958492, 43.68420721017931), (1.424059449042027, 43.68363318330855), (1.424107233121385, 43.68340744309881), (1.424118073592658, 43.68320978882146), (1.424063732080783, 43.68309770887388), (1.423911833017615, 43.68297064969111), (1.423715320154469, 43.68286310248153), (1.4236582755962781, 43.68284182776356), (1.423558122425363, 43.68282682911224), (1.423424268833257, 43.68288441100107), (1.422704482260222, 43.68331950768231), (1.422609874590578, 43.6832827914408), (1.422615285002955, 43.68318443771452), (1.422852500681636, 43.68276248533921), (1.42287688276259, 43.68270307584121), (1.422891670288716, 43.682673863777055), (1.42288057601533, 43.68263214437998), (1.42282490108883, 43.68243679392599), (1.422778031393473, 43.68234748067604), (1.4226847409251961, 43.68222467703337), (1.4225990255436, 43.682136649148966), (1.422566047189665, 43.68210781058367), (1.422532900291513, 43.68208582213355), (1.422507467771599, 43.68205294541095), (1.422514660301184, 43.68200853509953), (1.422552498027418, 43.681953936135564), (1.422600703314422, 43.68191543563132), (1.422724342569485, 43.6818522223975), (1.4230488472381961, 43.681774416798774), (1.423198615958815, 43.681698986687344), (1.4232323893175431, 43.681706826732274), (1.423300641565214, 43.681677100651356), (1.423333950065384, 43.68163006274333), (1.423617714219551, 43.681573689196476), (1.4238796858072391, 43.68157769076339), (1.424129703011676, 43.68159673357342), (1.424223554052918, 43.681597487413796), (1.424298300695448, 43.681568760184334), (1.424433703435101, 43.68149510438703)]",,
reseau-cyclable-et-vert,ce92093419ca5c07ca29d9d19e7b01a3f55902d1,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Rampe vers Atlanta,"(43.6327009857, 1.47429441888)",CHEMIN DE GRAMONT,ATLANTA,Est,oui,,31555,Piste cyclable ou partagee,108,RC,voie verte,enrobe,,Point,"(1.47429441888, 43.6327009857)",MultiLineString,"[(1.473977079703054, 43.63313952491601), (1.474516964169081, 43.63237538083263), (1.47465965776853, 43.63232632313975)]",,
reseau-cyclable-et-vert,5b260c3716b7322555a975b4afad14ecae1d03d9,2021-10-06 00:01:14.899+02:00,Quint-Fonsegrives,TM,,"(43.5842295446, 1.51342769591)",,,Est,oui,,31445,Piste cyclable ou partagee,759,RC,piste cyclable,,,Point,"(1.51342769591, 43.5842295446)",MultiLineString,"[(1.515651902164189, 43.587231301620875), (1.515495660787289, 43.587045673654806), (1.515088164181017, 43.58648450683449), (1.514466690549289, 43.58567768497673), (1.514058888390835, 43.58514016446441), (1.5132665151393532, 43.58408137127006), (1.512972111133765, 43.583627930014146), (1.512740168645843, 43.58326955472136), (1.51239343513959, 43.582741932772294), (1.512152065439321, 43.582407141356335), (1.511745231645198, 43.581897055759136), (1.5115201077529692, 43.58161157776673), (1.511249945829416, 43.58119520724476)]",,
reseau-cyclable-et-vert,9dd8c81a856199d7ae1faea6bc737614da433330,2021-10-06 00:01:14.899+02:00,Castelginest,TM,,"(43.6935623863, 1.4290992779)",,,Nord,oui,,31116,Piste cyclable ou partagee,156,RC,piste cyclable,,,Point,"(1.4290992779, 43.6935623863)",MultiLineString,"[(1.428614819403357, 43.692960730796166), (1.428618321575527, 43.69298725165519), (1.428755117403926, 43.69316621895643), (1.428819630064172, 43.69321120293655), (1.429591397366555, 43.69416539855845)]",,
reseau-cyclable-et-vert,7eaacf5cedf1cfe18ca4a3712280648445e4aabc,2021-10-06 00:01:14.899+02:00,Villeneuve-Tolosane,TM,,"(43.5294019911, 1.32949863581)",,,Sud,oui,,31588,Piste cyclable ou partagee,291,RC,piste cyclable,,,Point,"(1.32949863581, 43.5294019911)",MultiLineString,"[(1.327957102872276, 43.52993931409083), (1.328058255545997, 43.529878715404266), (1.328121377633896, 43.52991428679125), (1.328175519216291, 43.52994220713843), (1.328226039415981, 43.52995401218779), (1.328287355353549, 43.52994225831177), (1.328367174404796, 43.52991269285859), (1.329760109098846, 43.52928172468855), (1.330567913599934, 43.52895586982459), (1.33105498341225, 43.5287577271524)]",,
reseau-cyclable-et-vert,c566c2842ae0cff83d9abfe8638f6edbb8d78693,2021-10-06 00:01:14.899+02:00,Villeneuve-Tolosane,TM,,"(43.5231511662, 1.3566635652)",,,Sud,oui,,31588,Piste cyclable ou partagee,394,RC,piste cyclable,,,Point,"(1.3566635652, 43.5231511662)",MultiLineString,"[(1.359052960063064, 43.52279463103816), (1.358797649949677, 43.52282270021151), (1.357952436825064, 43.52298569426615), (1.356978402177131, 43.523154187778566), (1.356521028694507, 43.523214562224624), (1.354661636736868, 43.52337630674284), (1.354260695651827, 43.52340499276979)]",,
reseau-cyclable-et-vert,77649759a9328e6a2a518b7d8e09cf045c8baf49,2021-10-06 00:01:14.899+02:00,Fonbeauzard,TM,,"(43.6740524991, 1.4255760149399999)",,,Nord,oui,,31186,Piste cyclable ou partagee,162,RC,piste cyclable,,,Point,"(1.4255760149399999, 43.6740524991)",MultiLineString,"[(1.425186373263189, 43.674722820588485), (1.425965656611306, 43.6733821775465)]",,
reseau-cyclable-et-vert,8c1c8d4dc031201b8b568fbd8712632ec66140ea,2021-10-06 00:01:14.899+02:00,Colomiers,TM,,"(43.6213981293, 1.32058366898)",,,Ouest,oui,,31149,Piste cyclable ou partagee,195,RC,piste cyclable,,,Point,"(1.32058366898, 43.6213981293)",MultiLineString,"[(1.320876528555187, 43.62224900008615), (1.320567829183009, 43.6213322563221), (1.320277642687329, 43.62055192222283)]",,
reseau-cyclable-et-vert,7745a8ef005e575bb38456c2979b95081d36f084,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Naves - 87 av. Pujol,"(43.6005987385, 1.46455686431)",AVENUE CAMILLE PUJOL,PUJOL,Est,oui,,31555,Bande cyclable ou couloir bus,97,RC,couloir bus,enrobé,,Point,"(1.46455686431, 43.6005987385)",MultiLineString,"[(1.463958610484303, 43.60060687253568), (1.464631935733028, 43.60059029865301), (1.465155046880447, 43.600607571734756)]",,
reseau-cyclable-et-vert,4e16808fd5717ac53580bbe411dc1e2417dc629f,2021-10-06 00:01:14.899+02:00,Saint-Orens de Gameville,TM,,"(43.5639351707, 1.51880725756)",,,Est,oui,,31506,Piste cyclable ou partagee,297,RC,piste cyclable,,,Point,"(1.51880725756, 43.5639351707)",MultiLineString,"[(1.51948505097746, 43.56515302114732), (1.5193762994859972, 43.565017885142765), (1.519288326628101, 43.56488573946869), (1.5191749387999751, 43.564709889304844), (1.519132832507984, 43.564649032133524), (1.519056595015242, 43.564515079585206), (1.518999591078268, 43.564402078921674), (1.518888901212331, 43.56421867765063), (1.518755459321477, 43.56398685984689), (1.5186706219713502, 43.563815944768834), (1.518560053957878, 43.56362403027472), (1.518571026507388, 43.56355393478523), (1.518503759484847, 43.56343147037788), (1.5184096905370201, 43.56331109279814), (1.518361308526625, 43.56323751192283), (1.518329402031671, 43.563173868472916), (1.51834431126817, 43.56311082730297), (1.5183787536226911, 43.56306992314556), (1.518426386227242, 43.56303648544722), (1.518483637899904, 43.563020196314284), (1.5185930453126941, 43.56292188417571), (1.518657532253458, 43.56274517249742)]",,
reseau-cyclable-et-vert,e2b5bb9beccda3b614756339a01f3d9c4bae81f2,2021-10-06 00:01:14.899+02:00,Blagnac,TM,,"(43.6430545068, 1.39953158527)",,,Ouest,oui,,31069,Piste cyclable ou partagee,442,RC,piste cyclable,,,Point,"(1.39953158527, 43.6430545068)",MultiLineString,"[(1.399498947647525, 43.64501135333742), (1.399615990978941, 43.64461021505075), (1.3995989440072591, 43.64395251195154), (1.399502498028796, 43.643456885936594), (1.399362746622952, 43.64306403040398), (1.399272991411477, 43.6428059397675), (1.39925652758238, 43.642609954840644), (1.3992566530607191, 43.6424358662483), (1.399316419005004, 43.642280249346626), (1.39952376553531, 43.642101252044604), (1.399620284862718, 43.64201122126159), (1.399724936977744, 43.6417348703909), (1.399869240896352, 43.64117311480947)]",,
reseau-cyclable-et-vert,8b7f7db4369c695ca7ac891f6753f36a19ebf64c,2021-10-06 00:01:14.899+02:00,Beauzelle,TM,,"(43.6739997437, 1.3813517828)",,,Ouest,oui,,31056,Reseau vert,1342,RV,reseau vert,,,Point,"(1.3813517828, 43.6739997437)",MultiLineString,"[(1.3841386380257, 43.668906593292185), (1.3838135457630711, 43.66910444201581), (1.38360337143585, 43.669369485535086), (1.382977049822447, 43.67039172011609), (1.383039413067932, 43.67089369644132), (1.383221795249448, 43.673103507227516), (1.383342082451406, 43.67357001659564), (1.3834019178779822, 43.67414955421493), (1.383385277348327, 43.674456908428354), (1.383296172720124, 43.67464917038198), (1.382719038043281, 43.674791913817515), (1.382158950460693, 43.67492817344554), (1.381946232322492, 43.67510614815242), (1.3815186757782971, 43.675269065973794), (1.380991812462351, 43.67536491629645), (1.380577475741323, 43.67535290945556), (1.3801648836159282, 43.67555757887223), (1.378504797041566, 43.676168010093754), (1.378460482138507, 43.67624900352079), (1.378229127966988, 43.67661225559798), (1.378117214194684, 43.67676269192287), (1.3779376140422341, 43.67690687717986), (1.377585795492569, 43.67706001427256), (1.376933092398413, 43.677360093092204), (1.376573293352096, 43.67776577751829)]",,
reseau-cyclable-et-vert,afd585dc5bbc36fd09f4002bc9237569471c4c2b,2021-10-06 00:01:14.899+02:00,Seilh,TM,,"(43.6921934926, 1.35712214863)",,AUSSONNELLE,Ouest,oui,,31541,Reseau vert,133,RV,reseau vert,,,Point,"(1.35712214863, 43.6921934926)",MultiLineString,"[(1.356395667113262, 43.6919408125023), (1.356462207048212, 43.6920062114113), (1.356534798379414, 43.69203238524072), (1.356627202643021, 43.692042645275365), (1.356705288980999, 43.69205183597316), (1.356775225303219, 43.692080823867265), (1.3568463213770299, 43.692118337088885), (1.3569202322176381, 43.69214357516411), (1.357085480139336, 43.69216487199352), (1.3571983880813892, 43.692197069319555), (1.3573631081340651, 43.69225052862719), (1.357527426163701, 43.69232858508438), (1.357614294673094, 43.69235866430591), (1.35774006007814, 43.69240232689985), (1.357866102071032, 43.69242896106137)]",,
reseau-cyclable-et-vert,ce8dbc7117d224a177dd556d6d7f0d194f997544,2021-10-06 00:01:14.899+02:00,Blagnac,TM,,"(43.6655188823, 1.39842435815)",,,Ouest,oui,,31069,Reseau vert,11,RV,reseau vert,,,Point,"(1.39842435815, 43.6655188823)",MultiLineString,"[(1.398354661672683, 43.66551688682644), (1.398494054625359, 43.66552087768975)]",,
reseau-cyclable-et-vert,8ce6d5aec440886d8c0c4061a2ca6c651672342e,2021-10-06 00:01:14.899+02:00,Fenouillet,TM,,"(43.6971096424, 1.37001842128)",,,Nord,oui,,31182,Reseau vert,2,RV,reseau vert,,,Point,"(1.37001842128, 43.6971096424)",MultiLineString,"[(1.370017271932493, 43.69710017122976), (1.370019570633781, 43.697119113586886)]",,
reseau-cyclable-et-vert,b50a2608ba40fab186c6d22cf6bbf46f521f7a8a,2021-10-06 00:01:14.899+02:00,Mondonville,TM,,"(43.6558483409, 1.28517589289)",,,Ouest,oui,,31351,Reseau vert,482,RV,reseau vert,,,Point,"(1.28517589289, 43.6558483409)",MultiLineString,"[(1.282751108380255, 43.65467621101739), (1.28281055833443, 43.65463040279848), (1.283422911730825, 43.65493224152402), (1.285025221054724, 43.65577595219863), (1.286624028427957, 43.656599737376546), (1.286928792208688, 43.656757730524774), (1.287063320329007, 43.656814799725026), (1.2874133809220552, 43.65699118632492), (1.287602900634477, 43.65710742670258)]",,
reseau-cyclable-et-vert,92aad34132a38dc2322c9caec38e07fb84372b06,2021-10-06 00:01:14.899+02:00,Mondonville,TM,,"(43.6680206563, 1.28605622651)",,,Ouest,oui,,31351,Reseau vert,409,RV,reseau vert,,,Point,"(1.28605622651, 43.6680206563)",MultiLineString,"[(1.288445951302732, 43.66773005546145), (1.28789663908223, 43.66768901973592), (1.2872948993157909, 43.66773832475724), (1.286077680414442, 43.66787748332023), (1.285660280049717, 43.667969174988116), (1.2848329524879452, 43.668246288493584), (1.284272300750735, 43.66847856613612), (1.283916485011523, 43.668773297130144), (1.283841838548064, 43.668867218342875)]",,
reseau-cyclable-et-vert,326f665233210436906975661fc4e8598f47edde,2021-10-06 00:01:14.899+02:00,Pibrac,TM,,"(43.6349844515, 1.30133623632)",,,Ouest,oui,,31417,Reseau vert,147,RV,reseau vert,,,Point,"(1.30133623632, 43.6349844515)",MultiLineString,"[(1.302221755397514, 43.63484276813042), (1.301861189580584, 43.63490192177457), (1.301376716276414, 43.634970349208906), (1.300931195827756, 43.6350457549173), (1.300454004935413, 43.63514452145323)]",,
reseau-cyclable-et-vert,2fbe7c00dc7d67f14e82d98e5b005be0ac7b982b,2021-10-06 00:01:14.899+02:00,Cornebarrieu,TM,,"(43.6433572319, 1.28465673539)",,,Ouest,oui,,31150,Reseau vert,1213,RV,reseau vert,,,Point,"(1.28465673539, 43.6433572319)",MultiLineString,"[(1.2858942668369, 43.642082843324204), (1.285741687626393, 43.64275792335774), (1.285539461156215, 43.643143967699494), (1.285493072503971, 43.6432627529527), (1.284773936693007, 43.6442958936334), (1.284338178729198, 43.644847236186244), (1.28380607591562, 43.64524629738804), (1.28338504868719, 43.64555271917253), (1.282684295474322, 43.646204721421356), (1.28199853107357, 43.64674521329867), (1.281387928300219, 43.647160562593264), (1.280902439352124, 43.64742663701274), (1.280478477256374, 43.647602453454404)]","[(1.288653787945766, 43.63843829942776), (1.2881217404533891, 43.63854218163886), (1.288035460011949, 43.638559359794634)]","[(1.287266553688615, 43.63872349161598), (1.286868094494979, 43.63900932193308), (1.286717896017033, 43.6391791810703), (1.286464430483055, 43.63966504486168), (1.28629922581587, 43.63994735718014), (1.28619142537834, 43.6402245259572), (1.286038207006041, 43.64049181016959), (1.286048994437961, 43.640767239461276), (1.2860828373456, 43.64143553443616), (1.28598872755653, 43.64182352918962), (1.285926546326775, 43.64195162872661)]"
reseau-cyclable-et-vert,f58626d2cd915ed2e5223e34ba3ab0fdae3563f7,2021-10-06 00:01:14.899+02:00,Mondonville,TM,,"(43.6476144846, 1.2804495994)",,,Ouest,oui,,31351,Reseau vert,5,RV,reseau vert,,,Point,"(1.2804495994, 43.6476144846)",MultiLineString,"[(1.280478477256374, 43.647602453454404), (1.280420721548127, 43.647626515745294)]",,
reseau-cyclable-et-vert,ddcd72b17038a08125d70a263643a42f29317359,2021-10-06 00:01:14.899+02:00,Cugnaux,TM,,"(43.5385564463, 1.31869234154)",,,Sud,oui,,31157,Reseau vert,1229,RV,reseau vert,,,Point,"(1.31869234154, 43.5385564463)",MultiLineString,"[(1.325757052408574, 43.53646982842996), (1.324860804120371, 43.53678823478024), (1.323423206618844, 43.53727871574943), (1.322952342191476, 43.537436288660714), (1.321505412732971, 43.53793801530848), (1.320838514712189, 43.53815058727059), (1.3200178013432051, 43.5383068970789), (1.319791714933588, 43.53837109602332), (1.319426978919231, 43.53848135340256), (1.319005316005586, 43.53857406806433), (1.317144645694506, 43.53900484049803), (1.315589054171032, 43.53939102999758), (1.314996220517221, 43.539529491730946), (1.314332038015225, 43.539656897735874), (1.313935434960951, 43.53972805785672), (1.311652221186442, 43.540297789231595), (1.311533625689867, 43.540311851445345)]",,
reseau-cyclable-et-vert,1fa95d91204f8d417f4bd10eb836840faaed2352,2021-10-06 00:01:14.899+02:00,Saint-Orens de Gameville,TM,,"(43.5697496509, 1.53641507883)",,,Est,oui,,31506,Reseau vert,451,RV,reseau vert,,,Point,"(1.53641507883, 43.5697496509)",MultiLineString,"[(1.537832616832141, 43.571447095623306), (1.537618392106329, 43.57121662308074), (1.537509831523177, 43.570966080328944), (1.537361213616178, 43.57079189174577), (1.535558135059766, 43.56891434258025), (1.535390251102829, 43.56852808318733), (1.535272290133388, 43.56791227333778)]",,
reseau-cyclable-et-vert,67fa4bb78b4738aff2f46b2f6edc7e960e8af6f9,2021-10-06 00:01:14.899+02:00,Balma,TM,,"(43.5986393792, 1.50782446413)",,,Est,oui,,31044,Reseau vert,301,RV,reseau vert,,,Point,"(1.50782446413, 43.5986393792)",MultiLineString,"[(1.50896196600083, 43.599614554377354), (1.5088278967056081, 43.5995189620938), (1.50862487081099, 43.59942002592333), (1.508378741055962, 43.59933212802371), (1.508169696936445, 43.59919814146173), (1.507993701700852, 43.59893383256195), (1.507810572947501, 43.598714883578985), (1.507689136173477, 43.59855315506039), (1.507544411431138, 43.59838179396976), (1.507348684046209, 43.5981324753564), (1.5072723033848652, 43.59800797453095), (1.5071065073345822, 43.59775982339462), (1.5070260702676639, 43.59764664522351), (1.506941822071644, 43.59752587027201), (1.506867360846692, 43.59745058041163)]",,
reseau-cyclable-et-vert,298cba9f2c542e047c7e14ae50decda09d6ad215,2021-10-06 00:01:14.899+02:00,Fonbeauzard,TM,,"(43.6820104324, 1.44019264341)",,,Nord,oui,,31186,Reseau vert,440,RV,reseau vert,,,Point,"(1.44019264341, 43.6820104324)",MultiLineString,"[(1.441497734783752, 43.68353353939165), (1.441234377885364, 43.683259424471636), (1.4408490477357572, 43.68296920856596), (1.440349767930019, 43.68268365294415), (1.439898690373493, 43.68240494003354), (1.439822046337777, 43.682286179331626), (1.439794420767255, 43.68180869761119), (1.4397175970842921, 43.680584942773876), (1.439647226130243, 43.68027004576265), (1.439629486248037, 43.68021920937938), (1.439592608894176, 43.68018469325835), (1.439507107634278, 43.680135976989355)]",,
